triple,stv,truth
personmexico dj+AF8AXw-mbenga coachesteam sportsteam akron,0.3276425838,0
personmexico edinsonvolquez athleteplaysinleague sportsleague mlb,0.4722478986,1
athlete tomglavine athleteplaysinleague sportsleague mlb,0.3927882314,1
sportsleague nba leaguestadiums stadiumoreventvenue oraclearena,0.5164126754,1
athlete darrellrasner athleteplayssport sport baseball,0.4276425838,1
personmexico nickpunto athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete jesseorosco athleteplayssport sport baseball,0.4276425838,1
athlete joelguzman athleteplaysinleague sportsleague mlb,0.4940722883,1
athlete dwightgooden athleteplayssport sport baseball,0.4276425838,1
sportsteam dallascowboys teamplaysinleague sportsleague nfl,0.4242300987,1
sportsteam tampabaydevilrays teamhomestadium stadiumoreventvenue tropicanafield,0.3927882314,1
athlete brianshouse athleteplayssport sport baseball,0.4396559894,1
personmexico chienmingwang athleteplayssport sport baseball,0.4143873155,1
athlete edgarmartinez athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete albertoarias athleteplaysinleague sportsleague mlb,0.4049160779,1
athlete chrisresop athleteplaysinleague sportsleague mlb,0.9446027279,1
athlete carllandry athleteplaysforteam sportsteam rockets,0.4365055859,1
athlete mattwieters athleteplayssport sport baseball,0.4402164221,1
coach johnbuck athleteplaysinleague sportsleague mlb,0.411786288,1
sportsleague nba leaguestadiums stadiumoreventvenue americanairlinescenter,0.4634473324,1
coach kevinyoukilis athleteplaysinleague sportsleague mlb,0.4276426435,1
athlete rudygay athleteplaysforteam sportsteam memphisgrizzlies,0.467041105,1
athlete matthasselbeck athleteledsportsteam sportsteam seahawks,0.4463981986,1
personmexico jasongiambi athleteplaysforteam sportsteam newyorkyankees,0.4276425838,1
athlete ichiro athleteplaysforteam sportsteam seattlemariners,0.4276425838,1
sportsteam chicagocubs teamhomestadium stadiumoreventvenue wrigleyfield,0.4276425838,1
athlete jasonkapono athleteplaysforteam sportsteam raptors,0.4116343558,1
athlete giambi athleteledsportsteam sportsteam newyorkyankees,0.4474327564,1
sportsteam minnesotavikings teamhomestadium stadiumoreventvenue metrodome,0.4402164221,1
athlete seancasey athleteplayssport sport baseball,0.4276425838,1
coach rickieweeks athleteplaysinleague sportsleague mlb,0.4276425838,1
male yogiberra athleteplayssport sport baseball,0.3849399984,1
personmexico shanevictorino athleteplaysforteam sportsteam phillies,0.5085251331,1
athlete derosa athleteledsportsteam sportsteam chicagocubs,0.4085102677,1
athlete tarvarisjackson athleteledsportsteam sportsteam minnesotavikings,0.4203598499,1
athlete brettmyers athleteplayssport sport baseball,0.427351743,1
athlete jimrice athleteplaysforteam sportsteam bostonred,0.5593721271,1
personmexico jaygibbons athleteplaysforteam sportsteam orioles,0.4276425838,1
athlete juliofranco athleteplayssport sport baseball,0.4276425838,1
sportsleague ncaa leaguestadiums stadiumoreventvenue jordanharestadium,0.5163173676,1
athlete mikedunleavy athleteledsportsteam sportsteam pacers,0.4163707495,1
athlete williemcginest athleteplaysforteam sportsteam newyorkgiants,0.4276425838,1
athlete asdrubalcabrera athleteplayssport sport baseball,0.4191691279,1
coach markkotsay athleteplaysforteam sportsteam atlantabraves,0.4219606817,1
athlete andruwjones athleteledsportsteam sportsteam atlantabraves,0.3854900002,1
personmexico michaelbourn athleteplaysforteam sportsteam houstonastros,0.4276425838,1
athlete gradysizemore athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete robertoalomar athleteplayssport sport baseball,0.5397354364,1
athlete tayshaunprince athleteledsportsteam sportsteam fortwaynepistons,0.4976425838,0
athlete aj+AF8AXw-murray athleteplayssport sport baseball,0.4386642873,1
athlete johnsmoltz athleteplayssport sport baseball,0.4276426733,1
athlete andruwjones athleteplaysforteam sportsteam atlantabraves,0.4373797476,1
sportsleague nfl leaguestadiums stadiumoreventvenue giantsstadium,0.4998838305,1
athlete brayanpena athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete frankfrancisco athleteledsportsteam sportsteam rangers,0.489480406,1
athlete alanembree athleteplayssport sport baseball,0.4584923983,1
athlete rickeyhenderson athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete hunterpence athleteplaysinleague sportsleague mlb,0.4161922038,1
athlete lukewalton athleteplaysforteam sportsteam losangeleslakers,0.5163173676,1
athlete brucegradkowski athleteledsportsteam sportsteam bucs,0.4599933028,0
athlete jeffkent athleteledsportsteam sportsteam dodgers,0.5193655491,1
athlete billmueller athleteplayssport sport baseball,0.4260382354,1
athlete magglioordonez athleteplaysinleague sportsleague mlb,0.4116143584,1
personmexico markloretta athleteplaysinleague sportsleague mlb,0.4746642113,1
athlete daisukematsuzaka athleteplayssport sport baseball,0.5098390579,1
athlete nicklaslidstrom athleteplaysforteam sportsteam redwings,0.4276426435,1
athlete chrisnarveson athleteplaysinleague sportsleague mlb,0.4327291846,1
personmexico jackwilson athleteplayssport sport baseball,0.4687347114,1
personmexico toddcoffey athleteplayssport sport baseball,0.4276425838,1
sportsleague mlb leaguestadiums stadiumoreventvenue millerpark,0.4335804582,1
sportsteam cavaliers teamplaysinleague sportsleague nba,0.4249428511,1
athlete elimanning athletehomestadium stadiumoreventvenue giantsstadium,0.4276425838,1
athlete felixpie athleteplaysforteam sportsteam chicagocubs,0.4276425838,1
sportsleague mlb leaguestadiums stadiumoreventvenue targetfield,0.5086473227,1
athlete kelennaazubuike athleteplaysforteam sportsteam goldenstatewarriors,0.4581269622,0
athlete garrettolson athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete rogerclemens athleteplayssport sport baseball,0.4276426136,1
sportsteam newyorkyankees teamplaysagainstteam sportsteam atlantabraves,0.4143873155,1
sportsteam philadelphiaphillies teamplaysinleague sportsleague mlb,0.4318557382,1
athlete fernandoabad athleteplaysforteam sportsteam newyorkmets,0.5098668337,0
personmexico jasongiambi athleteledsportsteam sportsteam newyorkyankees,0.4276425838,1
athlete kerrywood athleteplayssport sport baseball,0.5664188266,1
athlete andreethier athleteplayssport sport baseball,0.4276425838,1
athlete rexgrossman athleteplaysforteam sportsteam n1985chicagobears,0.4736185265,0
athlete gregorblanco athleteplaysinleague sportsleague mlb,0.4559272528,1
coach brianburres athleteplayssport sport baseball,0.7662404776,1
athlete justinverlander athleteplayssport sport baseball,0.3854900002,1
athlete joelguzman athleteplayssport sport baseball,0.4276425838,1
athlete chadpennington athleteledsportsteam sportsteam newyorkjets,0.4554658234,1
athlete jakedelhomme athleteledsportsteam sportsteam carolina,0.4315047562,1
sportsleague mlb leaguestadiums stadiumoreventvenue ameriquestfield,0.4191691279,1
athlete nealcotts athleteplayssport sport baseball,0.4858632088,1
personmexico alfredoamezaga athleteplaysinleague sportsleague mlb,0.4474327564,1
athlete maddux athleteplayssport sport baseball,0.4276425838,1
coach tomgorzelanny athleteplayssport sport baseball,0.4276425838,1
athlete mattlawton athleteplayssport sport baseball,0.4143873155,1
sportsleague nba leaguestadiums stadiumoreventvenue quickenloansarena,0.4276425838,1
sportsteam iowastate teamplaysinleague sportsleague ncaa,0.4475468695,1
personmexico jaybruce athleteplayssport sport baseball,0.394610405,1
athlete movaughn athleteplayssport sport baseball,0.4733930528,1
athlete migueltejada athleteplaysinleague sportsleague mlb,0.4852585793,1
athlete peytonmanning athletehomestadium stadiumoreventvenue lucasoilstadium,0.415419668,1
sportsteam stlouiscardinals teamhomestadium stadiumoreventvenue buschmemorialstadium,0.4276425838,1
coach markhendrickson athleteplaysinleague sportsleague mlb,0.4350085258,1
athlete damonhuard athleteplaysforteam sportsteam kansascitychiefs,0.4976425838,0
personmexico markgrudzielanek athleteplaysinleague sportsleague mlb,0.4214709699,1
coach johnmaine athleteplaysinleague sportsleague mlb,0.4161922038,1
personmexico adameverett athleteplayssport sport baseball,0.6395501494,1
coach randorbierd athleteplaysinleague sportsleague mlb,0.7169112563,1
athlete jefffrancoeur athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete davidjustice athleteplaysforteam sportsteam atlantabraves,0.3952338398,1
athlete taylortankersley athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete zito athleteplayssport sport baseball,0.4318556786,1
athlete chrisyoung athleteplayssport sport baseball,0.0297011547,1
athlete tonysipp athleteplayssport sport baseball,0.4330238104,1
athlete kurtbusch athleteledsportsteam sportsteam baltimorecolts,0.4476425838,0
athlete kirbypuckett athleteplaysinleague sportsleague mlb,0.4143873155,1
coach ryanludwick athleteplaysforteam sportsteam louiscardinals,0.4003387988,0
personmexico jimjackson athleteledsportsteam sportsteam knicks,0.8075819492,0
personmexico dj+AF8AXw-mbenga athleteplaysforteam sportsteam coloradorockies,0.5185357928,1
coach ryanspilborghs athleteplaysinleague sportsleague mlb,0.3993825614,1
athlete jarrodwashburn athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete chrisbosh athleteledsportsteam sportsteam raptors,0.4065217078,1
athlete berniewilliams athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete nickblackburn athleteplaysinleague sportsleague mlb,0.4276425838,1
sportsleague mlb leaguestadiums stadiumoreventvenue kauffmanstadium,0.4106097519,1
athlete busterposey athleteplayssport sport baseball,0.4458533823,1
personmexico scottolsen athleteplaysinleague sportsleague mlb,0.4191691279,1
athlete chuckknoblauch athleteplayssport sport baseball,0.4276425838,1
athlete princefielder athleteplaysinleague sportsleague mlb,0.4483013153,1
athlete kerrycollins athleteplaysforteam sportsteam titans,0.3917194843,0
sportsteam neworleanshornets teamplaysinleague sportsleague nba,0.4321557581,1
athlete jessecarlson athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete scottbaker athleteplayssport sport baseball,0.4338569939,1
athlete ryanmadson athleteplaysinleague sportsleague mlb,0.4213554859,1
athlete michaelfinley athleteledsportsteam sportsteam spurs,0.4276425838,1
sportsleague nba leaguestadiums stadiumoreventvenue usairwayscenter,0.3854900301,1
athlete freddygarcia athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete gregoden athleteledsportsteam sportsteam suns,0.4343757629,1
athlete rexgrossman athleteledsportsteam sportsteam n1985chicagobears,0.4242352355,0
athlete jeremy athleteplaysforteam sportsteam newyorkgiants,0.4081825912,1
athlete jefffassero athleteplayssport sport baseball,0.4276425838,1
coach geoffjenkins athleteplayssport sport baseball,0.4276425838,1
personmexico coreyhart athleteplayssport sport baseball,0.4324305952,1
athlete jamariomoon athleteledsportsteam sportsteam raptors,0.4276425838,1
athlete jeffclement athleteplayssport sport baseball,0.9184451699,1
personasia rickankiel athleteplaysforteam sportsteam louiscardinals,0.4276425838,0
athlete mikemyers athleteplayssport sport baseball,0.4163707495,1
athlete ramontroncoso athleteplayssport sport baseball,0.4475468695,1
athlete jamiemoyer athleteplayssport sport baseball,0.4147056639,1
athlete andreethier athleteplaysinleague sportsleague mlb,0.425277859,1
athlete brianbass athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete juanabreu athleteplayssport sport baseball,0.3956604898,1
sport baseball sportusesstadium stadiumoreventvenue greatamericanballpark,0.4154526889,1
athlete adamrussell athleteplayssport sport baseball,0.4276425838,1
personmexico estebangerman athleteplaysinleague sportsleague mlb,0.4169175923,1
athlete kellyjohnson athleteplaysforteam sportsteam atlantabraves,0.4276425838,1
athlete mattlaporta athleteplayssport sport baseball,0.4276425838,1
personmexico oliverperez athleteplayssport sport baseball,0.4372947514,1
athlete baberuth athleteplaysinleague sportsleague mlb,0.518904388,1
athlete natemclouth athleteplayssport sport baseball,0.4146519899,1
athlete jonlieber athleteplaysinleague sportsleague mlb,0.4163707495,1
sportsteam goldenstatewarriors teamplaysinleague sportsleague nba,0.4584923685,1
sport baseball sportusesstadium stadiumoreventvenue progressivefield,0.5082922578,1
athlete hidekimatsui athleteledsportsteam sportsteam newyorkyankees,0.4276425838,1
athlete jaredreiner athleteledsportsteam sportsteam losangeleslakers,0.4246966338,0
sportsteam milwaukeebucks teamplaysinleague sportsleague nba,0.3909313977,1
personeurope jamesmcdonald athleteplaysinleague sportsleague mlb,0.5318651795,1
athlete kirkgibson athleteplaysinleague sportsleague mlb,0.4257438481,1
athlete ryanmadson athleteplayssport sport baseball,0.4634473324,1
personmexico joshwillingham athleteplaysforteam sportsteam marlins,0.6693912745,1
athlete mikemyers athleteplaysinleague sportsleague mlb,0.4338114262,1
athlete taylortankersley athleteplayssport sport baseball,0.5478828549,1
athlete jesselitsch athleteplayssport sport baseball,0.4464122653,1
athlete brianshouse athleteplaysinleague sportsleague mlb,0.4168947935,1
athlete johnsmoltz athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete joeblanton athleteplayssport sport baseball,0.4276425838,1
athlete zito athleteplaysinleague sportsleague mlb,0.4063877165,1
athlete davidortiz athleteledsportsteam sportsteam redsox,0.4259463549,1
athlete anibalsanchez athleteplaysinleague sportsleague mlb,0.4248486161,1
sportsteam orioles teamhomestadium stadiumoreventvenue camdenyards,0.5163174272,1
athlete orlandohernndez athleteplaysinleague sportsleague mlb,0.2276425838,1
personmexico chrisiannetta athleteplayssport sport baseball,0.4634473324,1
sportsteam michiganstatespartans teamplaysinleague sportsleague ncaa,0.4276426435,1
athlete michaelredd athleteplaysforteam sportsteam bucks,0.4106097817,1
athlete mikeschmidt athleteplaysinleague sportsleague mlb,0.442545557,0
sportsteam newyorkjets teamplaysinleague sportsleague nfl,0.4276425838,1
athlete davidriske athleteplaysinleague sportsleague mlb,0.566044867,1
athlete tonyromo athleteledsportsteam sportsteam dallascowboys,0.4276425838,1
athlete natemclouth athleteplaysforteam sportsteam pirates,0.4346316457,1
athlete mattclement athleteplaysinleague sportsleague mlb,0.7169112563,1
sportsgame n1999worldseries sportsgameloser sportsteam atlantabraves,0.4634473324,1
athlete curtschilling athleteplayssport sport baseball,0.7740074396,1
athlete claytonkershaw athleteplayssport sport baseball,0.427415669,1
athlete jessecrain athleteplaysinleague sportsleague mlb,0.4895843565,1
athlete bradlidge athleteplaysinleague sportsleague mlb,0.4276425838,1
personmexico boofbonser athleteplaysinleague sportsleague mlb,0.4276425838,1
sportsteam mavericks teamplaysinleague sportsleague nba,0.9303975701,1
athlete markreynolds athleteplayssport sport baseball,0.1276425838,1
athlete briangiles athleteplaysforteam sportsteam sandiegochargers,0.7427642584,0
personmexico michaelwuertz athleteplayssport sport baseball,0.4113820195,1
athlete fernandoperez athleteplaysinleague sportsleague mlb,0.4634473324,1
sportsteam purdueboilermakers teamhomestadium stadiumoreventvenue rossadestadium,0.4764481485,1
coach bradthompson athleteplaysforteam sportsteam packers,0.4259463549,1
personaustralia joshhoward athleteledsportsteam sportsteam mavericks,0.4341305196,1
athlete sagerosenfels athleteledsportsteam sportsteam texans,0.4886264801,1
personmexico brandonphillips athleteplaysinleague sportsleague mlb,0.4373797774,1
athlete nolanryan athleteplaysinleague sportsleague mlb,0.1229209065,1
athlete sidneyponson athleteplaysinleague sportsleague mlb,0.4276424944,1
athlete evanmeek athleteplayssport sport baseball,0.4475468695,1
personmexico scottkazmir athleteplaysinleague sportsleague mlb,0.4276425838,1
sportsteam houstonastros teamhomestadium stadiumoreventvenue minutemaidpark,0.3959402144,1
athlete joeflacco athleteledsportsteam sportsteam baltimorecolts,0.4162013233,1
athlete shaunlivingston athleteledsportsteam sportsteam clippers,0.390307337,1
athlete briangriese athleteledsportsteam sportsteam n1985chicagobears,0.5829318166,0
athlete jefffrancoeur athleteplayssport sport baseball,0.5752775669,1
athlete larrydoby athleteplaysinleague sportsleague mlb,0.7506814003,1
athlete hidekiokajima athleteplayssport sport baseball,0.4318012595,1
athlete sidneycrosby athleteledsportsteam sportsteam pittsburghpenguins,0.5209491253,1
athlete marksanchez athleteledsportsteam sportsteam usc,0.4276425838,1
athlete johnvanbenschoten athleteplayssport sport baseball,0.4276426733,1
personmexico bradhawpe athleteplaysinleague sportsleague mlb,0.4195937812,1
athlete samcassell athleteledsportsteam sportsteam bostonceltics,0.4193560183,1
athlete mitchstetter athleteplaysinleague sportsleague mlb,0.4096919894,1
athlete marksanchez athleteplaysforteam sportsteam usc,0.4276425838,1
athlete ryanfitzpatrick athleteplaysforteam sportsteam bengals,0.4522768557,1
personmexico daviddejesus athleteplayssport sport baseball,0.4340401888,1
athlete jimmyrollins athleteplayssport sport baseball,0.4276425838,1
athlete ryandoumit athleteplaysinleague sportsleague mlb,0.4276425838,1
sportsteam torontobluejays teamplaysinleague sportsleague mlb,0.4144337773,1
personmexico adriangonzalez athleteplayssport sport baseball,0.4191691279,1
athlete alantrammell athleteplaysinleague sportsleague mlb,0.4576393664,1
athlete benroethlisberger athleteplaysforteam sportsteam steelers,0.4480448067,1
sportsteam atlantabraves teamplaysinleague sportsleague mlb,0.4476425838,0
athlete gasol athleteledsportsteam sportsteam losangeleslakers,0.455927223,1
sportsteam milwaukeebrewers teamhomestadium stadiumoreventvenue millerpark,0.4624125063,1
athlete stevetrachsel athleteplaysinleague sportsleague mlb,0.5270796418,1
athlete thome athleteledsportsteam sportsteam redsox,0.4993825912,0
athlete jakedelhomme athleteplaysforteam sportsteam carolina,0.4276425838,1
sportsteam knicks teamhomestadium stadiumoreventvenue madisonsquaregarden,0.481559515,1
coach briansanches athleteplaysinleague sportsleague mlb,0.427642554,1
athlete thome athleteplaysforteam sportsteam redsox,0.4276425838,1
athlete lennydinardo athleteplaysinleague sportsleague mlb,0.48015365,1
athlete dicek athleteplaysinleague sportsleague mlb,0.4276426435,1
athlete jessecarlson athleteplayssport sport baseball,0.4276425838,1
personmexico lukehudson athleteplaysinleague sportsleague mlb,0.4276425838,1
sportsteam neworleanssaints teamhomestadium stadiumoreventvenue louisianasuperdome,0.4344629347,1
sportsteam portlandtrailblazers teamplaysinleague sportsleague nba,0.4634473324,1
personmexico codyross athleteledsportsteam sportsteam marlins,0.4143872857,1
sportsteam detroitpistons teamplaysinleague sportsleague nba,0.5053585768,1
athlete alexacker athleteledsportsteam sportsteam knicks,0.6545621157,1
personmexico lyleoverbay athleteplaysinleague sportsleague mlb,0.4737545848,1
athlete robertoalomar athleteplaysinleague sportsleague mlb,0.4313018918,1
sportsteam raptors teamhomestadium stadiumoreventvenue aircanadacenter,0.4737546444,1
athlete clifflee athleteplayssport sport baseball,0.4508808255,1
athlete zackgreinke athleteplayssport sport baseball,0.5548165441,1
personmexico mattkemp athleteledsportsteam sportsteam dodgers,0.394610405,1
athlete luisaparicio athleteplayssport sport baseball,0.5638211966,1
athlete manuginobili athleteledsportsteam sportsteam spurs,0.4936351776,1
athlete mannyparra athleteplaysinleague sportsleague mlb,0.4246463776,1
personmexico marianorivera athleteplayssport sport baseball,0.5318651795,1
athlete chrislambert athleteplaysinleague sportsleague mlb,0.4342404902,1
athlete jedlowrie athleteplayssport sport baseball,0.4246463776,1
personasia rickankiel coachesteam sportsteam louiscardinals,0.4476426435,0
athlete scotteyre athleteplaysinleague sportsleague mlb,0.4150625467,1
athlete joakimsoria athleteplaysinleague sportsleague mlb,0.4719136357,1
athlete mikedunleavy athleteplaysforteam sportsteam pacers,0.4846095443,1
athlete marlonbyrd athleteplaysforteam sportsteam rangers,0.1518904388,0
athlete maddux athleteplaysinleague sportsleague mlb,0.4554946721,1
personmexico alfonsosoriano athleteledsportsteam sportsteam chicagocubs,0.4106097221,1
personmexico alexicasilla athleteplaysinleague sportsleague mlb,0.4224497676,1
athlete dwyanewade athleteplaysforteam sportsteam heat,0.4276425838,1
athlete mattschaub athleteledsportsteam sportsteam texans,0.4543917775,1
sportsgame n2002worldcup sportsgameloser sportsteam germany,0.4076425838,0
personaustralia joshhoward athleteplaysforteam sportsteam mavericks,0.510981679,1
athlete tarvarisjackson athleteplaysforteam sportsteam minnesotavikings,0.3957529068,1
athlete davidcone athleteplayssport sport baseball,0.4276425838,1
athlete albertoarias athleteplayssport sport baseball,0.4276425838,1
sportsleague mlb leaguestadiums stadiumoreventvenue pncpark,0.448114872,1
coach jimharbaugh worksfor sportsteam stanford,0.4276425838,0
athlete aj+AF8AXw-murray athleteplaysinleague sportsleague mlb,0.4773313105,1
athlete hunterpence athleteledsportsteam sportsteam houstonastros,0.5193600059,1
athlete keiigawa athleteplayssport sport baseball,0.745347023,1
athlete pejastojakovic athleteplaysforteam sportsteam sacramentostatehornets,0.4276426733,0
athlete chriscooley athleteplaysforteam sportsteam redskins,0.4199583828,1
athlete freddiejones athleteledsportsteam sportsteam losangeleslakers,0.3475468695,0
athlete peytonmanning athleteledsportsteam sportsteam colts,0.5664188862,1
sportsleague nhl leaguestadiums stadiumoreventvenue mellonarena,0.6790032983,1
athlete ryanfreel athleteplayssport sport baseball,0.4276425838,1
athlete mikestanton athleteplayssport sport baseball,0.4276425838,1
athlete arthurrhodes athleteplaysinleague sportsleague mlb,0.4731970727,1
athlete stephendrew athleteplayssport sport baseball,0.4276425838,1
athlete juanabreu athleteplaysinleague sportsleague mlb,0.4146520793,1
sportsteam detroittigers teamplaysinleague sportsleague mlb,0.4634473324,1
athlete lennydinardo athleteplayssport sport baseball,0.4276425838,1
athlete alexeiramirez athleteledsportsteam sportsteam redsox,0.3276425838,0
athlete octaviodotel athleteplaysinleague sportsleague mlb,0.425349474,1
athlete davidwright athleteplaysforteam sportsteam newyorkmets,0.4427870214,1
athlete xaviernady athleteplaysinleague sportsleague mlb,0.4678767323,1
athlete jhonnyperalta athleteplaysinleague sportsleague mlb,0.4203598499,1
sportsleague nba leaguestadiums stadiumoreventvenue palaceofauburnhills,0.4276425838,1
athlete darrencollison athleteplaysforteam sportsteam ucla,0.5221551657,1
sportsteam bostonceltics teamplaysinleague sportsleague nba,0.4276424348,1
athlete kevingregg athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete hidekimatsui athleteplaysinleague sportsleague mlb,0.4276423454,1
athlete gavinfloyd athleteplayssport sport baseball,0.3854900301,1
athlete lukehochevar athleteplayssport sport baseball,0.4161922634,1
sportsteam dodgers teamplaysinleague sportsleague mlb,0.7394189239,1
sport baseball sportusesstadium stadiumoreventvenue ameriquestfield,0.4161922038,1
athlete mannyparra athleteplayssport sport baseball,0.4557040632,1
athlete kosukefukudome athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete chuckjames athleteplayssport sport baseball,0.4203598499,1
sportsleague ncaa leaguestadiums stadiumoreventvenue camprandallstadium,0.4919257164,1
coach horacioramirez athleteplayssport sport baseball,0.4231376648,1
athlete richardhamilton athleteledsportsteam sportsteam fortwaynepistons,0.4276425838,0
athlete yovanigallardo athleteplaysinleague sportsleague mlb,0.4373797476,1
athlete jasonkapono athleteledsportsteam sportsteam raptors,0.4581737518,1
athlete mikeaviles athleteplayssport sport baseball,0.7436279058,1
personmexico lastingsmilledge athleteledsportsteam sportsteam newyorkmets,0.4276425838,1
athlete markreynolds athleteplaysforteam sportsteam diamondbacks,0.4276425838,1
athlete joseguillen athleteplaysinleague sportsleague mlb,0.4162754118,1
sportsteam broncos teamplaysinleague sportsleague nfl,0.4508808255,1
athlete claytonkershaw athleteplaysinleague sportsleague mlb,0.4508925378,1
athlete migueltejada athleteplayssport sport baseball,0.4276425838,1
